ID,LOCUTOR,FALA_FIEL,FALA_HIGIENIZADA,NOTA_HUMANA
87,Galvão Bueno,o mundo sim o mundo tá se abrindo para uma nova época para novos momentos e a a o o abuso sexual é um crime e Quem comete um crime tem que ser punido pelo pelo crime cometido ééé o futebol sempre foi meio meio fechado assim no no seu próprio mundo esporte em geral né (?) e mas não só não é só isso não no mundo no mundo no mundo em geral sim no cinema no jornalismo em todos os lugares (.) lembra da frase que eu falei agora H pouco (?) eu falo um país inteiro Independente de raça de Credo de cor de sexo de preferências pessoais de ideologia eu acho que assim deve ser o mundo todo mundo tem direito a sua forma de viver sua forma de encarar vida mas o seu o direito termina imediatamente quando você começa a invadir o direito de uma outra pessoa (.) então não é o caso de de ser mulher de ser homem e de ser de de de ser hétero de ser homo o que seja não é isso a discussão não é essa (.) então eu acho que Quem comete um crime tem que ser punido pelo crime que cometeu Ponto.,o mundo sim o mundo tá se abrindo para uma nova época para novos momentos e a a o o abuso sexual é um crime e Quem comete um crime tem que ser punido pelo pelo crime cometido o futebol sempre foi meio meio fechado assim no no seu próprio mundo esporte em geral né (?) e mas não só não é só isso não no mundo no mundo no mundo em geral sim no cinema no jornalismo em todos os lugares lembra da frase que eu falei agora H pouco (?) eu falo um país inteiro Independente de raça de Credo de cor de sexo de preferências pessoais de ideologia eu acho que assim deve ser o mundo todo mundo tem direito a sua forma de viver sua forma de encarar vida mas o seu o direito termina imediatamente quando você começa a invadir o direito de uma outra pessoa então não é o caso de de ser mulher de ser homem e de ser de de de ser hétero de ser homo o que seja não é isso a discussão não é essa então eu acho que Quem comete um crime tem que ser punido pelo crime que cometeu Ponto.,80
88,Vera Magalhães,Certo Gabriel.,Certo Gabriel.,100
89,Gabriel Vaquer,Galvão aproveitando algumas efemérides tem a efeméride de 10 anos da Copa de 2014 e tem a efeméride de 7 A1 que Você também tem a voz do 7 a 1 contra a Alemanha naquela semifinal (.) e e tem uma situação que aconteceu depois daquele 7 A1 que o Felipão numa entrevista em 2018 disse que você se achava Deus que você o criticou e o culpou totalmente pelo 7 A1 que eu apontei o dedo do país contra ele exatamente o dedo do país contra ele uma entrevista pro André ren- E você como é que tá a sua relação com felip- você tem alguma relação você chegou a a tentar falar com ele depois (?),Galvão aproveitando algumas efemérides tem a efeméride de 10 anos da Copa de 2014 e tem a efeméride de 7 A1 que Você também tem a voz do 7 a 1 contra a Alemanha naquela semifinal e e tem uma situação que aconteceu depois daquele 7 A1 que o Felipão numa entrevista em 2018 disse que você se achava Deus que você o criticou e o culpou totalmente pelo 7 A1 que eu apontei o dedo do país contra ele exatamente o dedo do país contra ele uma entrevista pro André ren- E você como é que tá a sua relação com felip- você tem alguma relação você chegou a a tentar falar com ele depois (?),75
90,Galvão Bueno,lamentavelmente já convidei o Felipão para tomar um vinho umas 40 vezes mais ou menos no no meu programa no bem amigo que fiz até 2022 (.) Ô Felipão porque a gente gostava de tomar um vinho junto nunca fomos amigos assim de frequentar a casa um do outro não mas é tinha não entendia o lado do outro (.) os meus comentários no Jornal Nacional eles Severa aqui da minha cabeça roda vamos embora tá ao vivo ou tá gravado para para para para passar logo depois (.) então mas nesse dia nesse o 7 A1 foi uma coisa tão terrível não uma tão fora do do mundo do futebol ninguém poderia imaginar Que um futebol Como a seleção brasileira num campeonato numa Copa do Mundo jogando em casa fosse tomar de sete e tava 7 a 0 né (?) e tem gente que Jura que os que os alemães tiraram o pé p- fala ah não vamos fazer mais não tira o pé porque é normal você tá você tem uma final três dias depois vira o primeiro tempo 5 a 0 diminui o ritmo do segundo tempo isso é absolutamente normal mas foi uma tragédia ponto dentro dos limites do que seja uma tragédia de uma derrota no futebol não é a tragédia do do que tá acontecendo com com a Rússia com com a Ucrânia sofrendo com com a Rússia não é uma tragédia como que tá acontecendo lá entre Israel ramas não é uma tragédia como lá do Rio Grande do Sul agora não tragédia do mundo do esporte né (?) eu me lembro o Arnaldo grande Arnaldo meu irmão meu irmão mais velho pouquinho pouquinho mais velho que eu acho que quando saiu 3 a 0 porque acho que quando saiu lá V- de novo Tem uma outra frase que- io- acho que quando fizeram virou passeio mas antes de eu falar isso eu olhei pro Arnaldo Arnaldo olhou PR- mim olh- pro outro a gente senti a coisa hoje vai ser um horror (.) e eu tinha Casagrande e Ronaldo dois caras que futebol foram a vida dos dois a seleção foi importantíssima pros dois o o o o casa tava assim e o Ronaldo mais ainda (.) gente O Ronaldo é o Ronaldo maior centroavante que o mundo viu jogar né (?) o Ronaldo até ali era o artilheiro de copa do mundo né (?) e ééé na na sombra de copa do mundo e eu vi ele ele foi ficando pálido foi ficando pálido falei vai e disse para Ronaldo cuida do Ronaldo aí D- uma água para ele beber (.) então era uma uma imagina como como tava aquele silêncio aquela coisa lá no Mineirão e com e os dezenas de milhões de telespectadores que estavam que estavam acompanhando pela televisão (.) então quando terminou que o Jornal Nacional vinha logo depois Ah naquele momento o diretor geral de jornal spor- ali- cam- tinha o Renato Ribeiro que não é o Renato Ribeiro de hoje er- o Renato Ribeiro que era o diretor a gente chama renat- Renatinho né (?) Ééé ele ali e o João Pedro paeme que era o diretor de conteúdo eu falei gente este comentário de hoje nós vamos fazer os quatro vai ser feito a oito mãos porque e e willam com B- vai ser muito mais tempo do que o normal p- o tempo que você quiser (.) e ali Nós escrevemos e não tem tp no estádio de futebol tem 4 minutos e meio não vou decorar isso aí o João Pedro falou vamos fazer como a gente cançou de fazer várias vezes (.) então eu com o ponto no ouvido e ele ia lendo como se ele estivesse lendo eu ouvindo aqui para repetir aquilo que nós tínhamos escrito e o Felipão disse que eu apontei o dedo do país para ele é mas podia ser mais bonzinho (?) não não podia era o fato era o momento era aquilo que que tava acontecendo dois dias antes em teres- apresentava o Jornal Nacional junto com a com a Patrícia Poeta e o Felipão foi dar uma entrevista na boa no f- falou assim ó Manda uns vinhozinho lá para nós aí para mim parre- lá em cima e aí o Brasil não vinha fazend- uma grande Copa acho que todo mundo concorda e Alemanha (.) Aí eu disse para ele Filipão então 2002 meles né (?) Três zagueiros dois volantes segura fecha joga ba- bate não posso ti- como é que eu vou jogar assim V- semifinal no Brasil (?) eu falei cara mas você perdeu o líder da sua defesa não mas já tá Escolhido já tá decidido (.) não mas você perdeu o craque cara o cara V- dois três em cima dele Neymar tinha tira- uma fratura de coluna e E isso não mas você muda tem vários jogadores colocados no lugar do neem- a vontade que eu tinha Não podia dizer no Jal Nacional nem pode dizer aqui uma palavrinha só e vamos dizer assim ferrou né (?) eu imaginei Caraça (.) então eu não fiz nada contra ele não foi nada contra ele se ele não quer mais falar comigo lamento.,lamentavelmente já convidei o Felipão para tomar um vinho umas 40 vezes mais ou menos no no meu programa no bem amigo que fiz até 2022 Ô Felipão porque a gente gostava de tomar um vinho junto nunca fomos amigos assim de frequentar a casa um do outro não mas é tinha não entendia o lado do outro os meus comentários no Jornal Nacional eles Severa aqui da minha cabeça roda vamos embora tá ao vivo ou tá gravado para para para para passar logo depois então mas nesse dia nesse o 7 A1 foi uma coisa tão terrível não uma tão fora do do mundo do futebol ninguém poderia imaginar Que um futebol Como a seleção brasileira num campeonato numa Copa do Mundo jogando em casa fosse tomar de sete e tava 7 a 0 né (?) e tem gente que Jura que os que os alemães tiraram o pé p- fala ah não vamos fazer mais não tira o pé porque é normal você tá você tem uma final três dias depois vira o primeiro tempo 5 a 0 diminui o ritmo do segundo tempo isso é absolutamente normal mas foi uma tragédia ponto dentro dos limites do que seja uma tragédia de uma derrota no futebol não é a tragédia do do que tá acontecendo com com a Rússia com com a Ucrânia sofrendo com com a Rússia não é uma tragédia como que tá acontecendo lá entre Israel ramas não é uma tragédia como lá do Rio Grande do Sul agora não tragédia do mundo do esporte né (?) eu me lembro o Arnaldo grande Arnaldo meu irmão meu irmão mais velho pouquinho pouquinho mais velho que eu acho que quando saiu 3 a 0 porque acho que quando saiu lá V- de novo Tem uma outra frase que- io- acho que quando fizeram virou passeio mas antes de eu falar isso eu olhei pro Arnaldo Arnaldo olhou PR- mim olh- pro outro a gente senti a coisa hoje vai ser um horror e eu tinha Casagrande e Ronaldo dois caras que futebol foram a vida dos dois a seleção foi importantíssima pros dois o o o o casa tava assim e o Ronaldo mais ainda gente O Ronaldo é o Ronaldo maior centroavante que o mundo viu jogar né (?) o Ronaldo até ali era o artilheiro de copa do mundo né (?) e na na sombra de copa do mundo e eu vi ele ele foi ficando pálido foi ficando pálido falei vai e disse para Ronaldo cuida do Ronaldo aí D- uma água para ele beber então era uma uma imagina como como tava aquele silêncio aquela coisa lá no Mineirão e com e os dezenas de milhões de telespectadores que estavam que estavam acompanhando pela televisão então quando terminou que o Jornal Nacional vinha logo depois Ah naquele momento o diretor geral de jornal spor- ali- cam- tinha o Renato Ribeiro que não é o Renato Ribeiro de hoje er- o Renato Ribeiro que era o diretor a gente chama renat- Renatinho né (?) ele ali e o João Pedro paeme que era o diretor de conteúdo eu falei gente este comentário de hoje nós vamos fazer os quatro vai ser feito a oito mãos porque e e willam com B- vai ser muito mais tempo do que o normal p- o tempo que você quiser e ali Nós escrevemos e não tem tp no estádio de futebol tem 4 minutos e meio não vou decorar isso aí o João Pedro falou vamos fazer como a gente cançou de fazer várias vezes então eu com o ponto no ouvido e ele ia lendo como se ele estivesse lendo eu ouvindo aqui para repetir aquilo que nós tínhamos escrito e o Felipão disse que eu apontei o dedo do país para ele é mas podia ser mais bonzinho (?) não não podia era o fato era o momento era aquilo que que tava acontecendo dois dias antes em teres- apresentava o Jornal Nacional junto com a com a Patrícia Poeta e o Felipão foi dar uma entrevista na boa no f- falou assim ó Manda uns vinhozinho lá para nós aí para mim parre- lá em cima e aí o Brasil não vinha fazend- uma grande Copa acho que todo mundo concorda e Alemanha Aí eu disse para ele Filipão então 2002 meles né (?) Três zagueiros dois volantes segura fecha joga ba- bate não posso ti- como é que eu vou jogar assim V- semifinal no Brasil (?) eu falei cara mas você perdeu o líder da sua defesa não mas já tá Escolhido já tá decidido não mas você perdeu o craque cara o cara V- dois três em cima dele Neymar tinha tira- uma fratura de coluna e E isso não mas você muda tem vários jogadores colocados no lugar do neem- a vontade que eu tinha Não podia dizer no Jal Nacional nem pode dizer aqui uma palavrinha só e vamos dizer assim ferrou né (?) eu imaginei Caraça então eu não fiz nada contra ele não foi nada contra ele se ele não quer mais falar comigo lamento.,0
91,Vera Magalhães,Carol.,Carol.,100
92,Carol Knoploch,Galvão você falou do seu canal né (?) e eu queria que você me falasse Qual é o barato de ter um canal só seu que obviamente Você tem uma equipe né (?) mas enfim é o seu canal e como vai ser o que que você quer viver na verdade em Paris na Paris Olímpica que você não fez ainda que você ainda não conseguiu realizar (?),Galvão você falou do seu canal né (?) e eu queria que você me falasse Qual é o barato de ter um canal só seu que obviamente Você tem uma equipe né (?) mas enfim é o seu canal e como vai ser o que que você quer viver na verdade em Paris na Paris Olímpica que você não fez ainda que você ainda não conseguiu realizar (?),100
93,Galvão Bueno,Imaginem em 10 Olimpíadas vai ser uma olimpíada diferente eu não vou lá para narrar olimpíada mas eu vou ter a honra de fazer junto com o Luiz Roberto com o Ítalo e com daane depois mais toda a equipe reportagem toda equipe os quatro ali na na na apresentação Ah o que vem fazendo desde 1984 né (?) então é uma honra para mim poder participar disso e vai ter um programa a central Olímpica apresentada pelo Tadeo schmith e que vai ter uma crônica minha diária tudo vem em função daquele olha o que ele fez olha o que ele fez né (?) então esse quadro Olímpico Olha o que eu narrei lá olha o que ele viu então aquilo que eu vi no dia e que me chamou atenção não precisa ser um resultado não precisa ser um jogo não precisa ser um lance aquilo que senti e vou fazer uma hora de programa junto com com com o shoa o Mário Jorge Guimarães tomando conta no Brasil e e e e o Alfredo bo- lá e o shoa comigo eu sei minha turma né (?) e e fazer uma coisa diferente e essa coisa É uma honra de ser de ser embaixador da casa Brasil por exemplo cada brasileiro que conquistar a medalha eu vou recebê-lo na casa do Brasil vou conversar rapidamente com ele e passar então a todos os jornalistas ali pr- pra entrevista vai ser uma coisa diferente (.) eu sei que vou eu vou sentir falta das narrações É claro que eu vou sentir falta das narrações eu fico até hoje eu fico em casa narrando sozinho com T- vendo o jogo na televisão GR- um monte de gol e e ééé mas e ééé ééé mas vai ser uma coisa diferente eu acho que vai ser legal a vida a gente eu não sou menino tô longe de ser disso e nunca escondi idade Reginaldo não fala dele de hipótese alguma não tem jeito el- disse que as duas pessoas fiéis a ele sou eu e a filha dele porque até a mulher dele conta a idade dele eu nunca contei eu tenho 73 anos Eu tenho 50 anos de.,Imaginem em 10 Olimpíadas vai ser uma olimpíada diferente eu não vou lá para narrar olimpíada mas eu vou ter a honra de fazer junto com o Luiz Roberto com o Ítalo e com daane depois mais toda a equipe reportagem toda equipe os quatro ali na na na apresentação Ah o que vem fazendo desde 1984 né (?) então é uma honra para mim poder participar disso e vai ter um programa a central Olímpica apresentada pelo Tadeo schmith e que vai ter uma crônica minha diária tudo vem em função daquele olha o que ele fez olha o que ele fez né (?) então esse quadro Olímpico Olha o que eu narrei lá olha o que ele viu então aquilo que eu vi no dia e que me chamou atenção não precisa ser um resultado não precisa ser um jogo não precisa ser um lance aquilo que senti e vou fazer uma hora de programa junto com com com o shoa o Mário Jorge Guimarães tomando conta no Brasil e e e e o Alfredo bo- lá e o shoa comigo eu sei minha turma né (?) e e fazer uma coisa diferente e essa coisa É uma honra de ser de ser embaixador da casa Brasil por exemplo cada brasileiro que conquistar a medalha eu vou recebê-lo na casa do Brasil vou conversar rapidamente com ele e passar então a todos os jornalistas ali pr- pra entrevista vai ser uma coisa diferente eu sei que vou eu vou sentir falta das narrações É claro que eu vou sentir falta das narrações eu fico até hoje eu fico em casa narrando sozinho com T- vendo o jogo na televisão GR- um monte de gol e e mas e mas vai ser uma coisa diferente eu acho que vai ser legal a vida a gente eu não sou menino tô longe de ser disso e nunca escondi idade Reginaldo não fala dele de hipótese alguma não tem jeito el- disse que as duas pessoas fiéis a ele sou eu e a filha dele porque até a mulher dele conta a idade dele eu nunca contei eu tenho 73 anos Eu tenho 50 anos de.,30
94,Carol Knoploch,ele é quanto mais velho que você como é que é (?) e o Reginaldo é quantos mais velho que você (?),ele é quanto mais velho que você como é que é (?) e o Reginaldo é quantos mais velho que você (?),100
95,Galvão Bueno,não vou contar porque eu sou fiel a ele não vou contar o Fábio você deve saber conta para tu ver imagina nem vai se meter nisso né (?) mas o o o então eu vivi gente eu vivi Como diz meu querido amigo Roberto Carlos Vivi muitas emoções.,não vou contar porque eu sou fiel a ele não vou contar o Fábio você deve saber conta para tu ver imagina nem vai se meter nisso né (?) mas o o o então eu vivi gente eu vivi Como diz meu querido amigo Roberto Carlos Vivi muitas emoções.,100
96,Vera Magalhães,Tiago pra última D- bom e dentro dessas emoções né você é um vendedor de Emoções não sei se existem emoções comparáveis né (?) quer de perguntar das duas copas que você narrou 94 ninguém se esquece do etra etra que virou meme e tal e 2002 são emoções diferentes comparáveis que que você pode dizer (?),Tiago pra última D- bom e dentro dessas emoções né você é um vendedor de Emoções não sei se existem emoções comparáveis né (?) quer de perguntar das duas copas que você narrou 94 ninguém se esquece do etra etra que virou meme e tal e 2002 são emoções diferentes comparáveis que que você pode dizer (?),90
97,Galvão Bueno,gente Como você mesmo disse eu fui o único o único cara na história da televisão para para transmitir os dois os dois os dois títulos mundiais (.) tivemos gigantes da da da da das transmissões esportivas e em 70 era dividida não três narradores né (?) era o pulo da TV é e quem fez a a parte final foi Fernando solera com quem eu aprendi muito porque eu fui comentarista de 74 a 77 quando cheguei na Band Soler era o narrador e me ensinou muita coisa (.) e o o esporte espetacular fez um um programa A Voz do Tri.,gente Como você mesmo disse eu fui o único o único cara na história da televisão para para transmitir os dois os dois os dois títulos mundiais tivemos gigantes da da da da das transmissões esportivas e em 70 era dividida não três narradores né (?) era o pulo da TV é e quem fez a a parte final foi Fernando solera com quem eu aprendi muito porque eu fui comentarista de 74 a 77 quando cheguei na Band Soler era o narrador e me ensinou muita coisa e o o esporte espetacular fez um um programa A Voz do Tri.,90
98,Thiago Uberreich,uhum.,uhum.,95
99,Galvão Bueno,porque eram os três campeonatos a voz dele do Tri campeonato e a minha do tetra e do penta Foi um momento de de de de muita emoção (.) e mas cara 94 seria como o ex- agora porque 94 vinha aquela história 90 de de de de 74 Brasil chega na na na nas finais ééé em 78 chega na semifinal de novo em 82 e é três times entraram pra história como sendo três dos melhores times da história do futebol mundial sem ter sem ter conquistado o título 54 da Hungria que eu não vi mas Armando Nogueira mestre Armando Nogueira me contou muito me falou muito sobre a Hungria de 54 depois eu vi a Holanda de 74 e o Brasil de 82 então aí depois vem 86 caramba perde nos pênalti pra França vem 90 90 foi um horror o Pelé falou no interal assim entende que quem não faz no primeiro tempo toma no segundo Tomamos o gol da Argentina aí vem 9- Então tinha aquele buraco de 24 anos né (?) e e e decisão nos pênaltis a gente tinha o trauma dos pênaltis masia para- os pênalt vai perder porque acontecia então foi um um alívio um Jorro (.) em 2002 o o p- é um espetáculo o time o time Talvez um futebol mais bonito mais brilhante mas os dois times eram fantásticos mas as a forma de jogar cara diferente ééé mas a Alemanha não chegou nem perto não ameaçou não aconteceu nada mas foi dois momentos gigantescos para todos nós (.) ol- de 94 94 cara você passar no mundo inteiro eu Brino com o Arnaldo que eu digo para ele assim Arnaldo você acha que você tava naquela imagem pro mundo todo porque você tinha sido juiz da Copa de 82 da final da Copa de 82 nós dois eramos papagaio de pirata do Pelé porque tem a o hosb cas- que é a empresa que transmite qualquer evento qualquer olimpíada qualquer qualquer Copa do Mundo esse essa a fórmula 1 né (?) Essa coisa é evidente que aquela câmera tava travada na nossa lá no Pelé na nossa cabine né (?) porque o Pelé tava lá caso o Brasil ganhasse qual seria a reação do Pelé e a reação do Pelé foi se pendurando no meu pescoço e o maluco aqui gritava Acabou acabou ET tetra ET tetra e o Arnaldo tira meus óculos naquele momento e Aqua é Tóia história cara (.) hoje você vê uma criança você vê um garoto que Talvez o 30 anos Talvez o pai o pai que fosse pequenininho o garoto hoje na pelada o no rachão ou no Baba Depende do lugar do Brasil como como se chamar ele faz um gol é tetra é tetra 30 anos depois ele nasceu Nasceu 20 anos depois ou 10 anos depois do do do que 20 anos depois do que do que aquilo aconteceu (.) então o tetra é o tetra e o primeiro título do a- on Sena são absolutamente inigualáveis.,porque eram os três campeonatos a voz dele do Tri campeonato e a minha do tetra e do penta Foi um momento de de de de muita emoção e mas cara 94 seria como o ex- agora porque 94 vinha aquela história 90 de de de de 74 Brasil chega na na na nas finais em 78 chega na semifinal de novo em 82 e é três times entraram pra história como sendo três dos melhores times da história do futebol mundial sem ter sem ter conquistado o título 54 da Hungria que eu não vi mas Armando Nogueira mestre Armando Nogueira me contou muito me falou muito sobre a Hungria de 54 depois eu vi a Holanda de 74 e o Brasil de 82 então aí depois vem 86 caramba perde nos pênalti pra França vem 90 90 foi um horror o Pelé falou no interal assim entende que quem não faz no primeiro tempo toma no segundo Tomamos o gol da Argentina aí vem 9- Então tinha aquele buraco de 24 anos né (?) e e e decisão nos pênaltis a gente tinha o trauma dos pênaltis masia para- os pênalt vai perder porque acontecia então foi um um alívio um Jorro em 2002 o o p- é um espetáculo o time o time Talvez um futebol mais bonito mais brilhante mas os dois times eram fantásticos mas as a forma de jogar cara diferente mas a Alemanha não chegou nem perto não ameaçou não aconteceu nada mas foi dois momentos gigantescos para todos nós ol- de 94 94 cara você passar no mundo inteiro eu Brino com o Arnaldo que eu digo para ele assim Arnaldo você acha que você tava naquela imagem pro mundo todo porque você tinha sido juiz da Copa de 82 da final da Copa de 82 nós dois eramos papagaio de pirata do Pelé porque tem a o hosb cas- que é a empresa que transmite qualquer evento qualquer olimpíada qualquer qualquer Copa do Mundo esse essa a fórmula 1 né (?) Essa coisa é evidente que aquela câmera tava travada na nossa lá no Pelé na nossa cabine né (?) porque o Pelé tava lá caso o Brasil ganhasse qual seria a reação do Pelé e a reação do Pelé foi se pendurando no meu pescoço e o maluco aqui gritava Acabou acabou ET tetra ET tetra e o Arnaldo tira meus óculos naquele momento e Aqua é Tóia história cara hoje você vê uma criança você vê um garoto que Talvez o 30 anos Talvez o pai o pai que fosse pequenininho o garoto hoje na pelada o no rachão ou no Baba Depende do lugar do Brasil como como se chamar ele faz um gol é tetra é tetra 30 anos depois ele nasceu Nasceu 20 anos depois ou 10 anos depois do do do que 20 anos depois do que do que aquilo aconteceu então o tetra é o tetra e o primeiro título do a- on Sena são absolutamente inigualáveis.,5
100,Vera Magalhães,marav- maroso ele não ficou no muro pessoal então a gente vai para mais um intervalo e volta para o encerramento não dá vontade de terminar mas é necessário (..) cultura que aproxima Bradesco (.) estamos de volta com Roda Viva com o Galvão Bueno (.) Galvão eu como a jornalista de política aqui trouxe os temas que não são esportivos e você mesmo lembrou que você é um produtor produtor de vinho produtor de gado e o Rio Grande do Sul sofreu essa grande tragédia esse ano com essas chuvas (.) eu queria saber o que que os produtores estão vivendo Qual é essa realidade como você os seus negócios foram afetados E como você tá procurando ajudar e tá presente nesse momento de reconstrução do Estado (?).,marav- maroso ele não ficou no muro pessoal então a gente vai para mais um intervalo e volta para o encerramento não dá vontade de terminar mas é necessário cultura que aproxima Bradesco estamos de volta com Roda Viva com o Galvão Bueno Galvão eu como a jornalista de política aqui trouxe os temas que não são esportivos e você mesmo lembrou que você é um produtor produtor de vinho produtor de gado e o Rio Grande do Sul sofreu essa grande tragédia esse ano com essas chuvas eu queria saber o que que os produtores estão vivendo Qual é essa realidade como você os seus negócios foram afetados E como você tá procurando ajudar e tá presente nesse momento de reconstrução do Estado (?).,65
101,Galvão Bueno,"Eu já fui paraar- duas vezes eu eu eu cheguei a primeira vez no dia 3 exatamente no dia em que as comportas não resistiram e Porto Alegre começou a ser não dada mas as cidades ribeirinhas isso isso isso isso para mim é é o grande drama (.) pequenas cidades em todos aqueles Rios porque todos aqueles Rios vão pro Guaíba desaga no no Guaíba o Guaíba forma o lago do Guaíba e ele não não ele não vai pro mar ele vai para Lagoa dos Patos que desce 370 km para saída no mar lá embaixo passando por Pelotas e chegando e chegando a Rio Grande (.) mas essas cidades ribeirinhas Ah já começou de novo a largar de novo então o que o que vai ser feito o prejuízo é gigantesco o drama gente as mortes as famílias que perderam as pessoas as pessoas que perderam as casas as pessoas que perderam os negócios é é é é uma coisa é uma coisa terrível (.) então Ééé eu vi muuito mu- muita gente muita gente fazendo muita coisa os voluntários a a o as doações financeiras essa coisa da necessidade eu no dia seguinte já tava fazendo doações de de água potável que é fundamental de material de limpeza material de higiene de de cobertor e e dentro da minha capacidade né (?) mas eu acho que que todo mundo acabou eu por se movimentar poderia ser até mais podia ser mais eu podia ser mais mas nós nós ééé ééé ééé leiloeiros e e e e criadores de gado o o o o o canal rural cedeu um tempo nós cedemos animais eu fui para lá C- leiloeiro coisa que eu nunca fiz na vida ééé ééé e e conseguimos naquele naquela noite um faturamento de 5,5 milhões me- PR- doação uma doação feita para lá eu ajudo naquilo que posso (.) mas acho que é muito importante que politicamente se entenda Quando eu digo politicamente é um país não é tentar levar vantagem política aqui ou vantagem política aqui de um lado ou de outro é que politicamente se entenda que é preciso sim ajudar na reconstrução do Rio Grande do Sul pela importância que o Rio Grande do Sul tem no país (.) mas já que você falou de agronegócio não é só o que se faz lá Não não é produzir 80% do arroz que é consumido no Brasil não não não é não é a criação de gado não é a a a indústria do vinho que que que que é praticamente toda lá e hoje muito soja e e essa coisa toda não (.) os gaúchos saíram no país e foram para lá no lá nos pontos mais altos e mais distantes de norte de Nordeste de centro e a importância que que que tem eu digo sempre eu sou apaixonado pelo do Sul e e e porque eu não conheço um outro lugar onde se Tenha tanto amor tanto respeito por seus costumes por sua história.","Eu já fui paraar- duas vezes eu eu eu cheguei a primeira vez no dia 3 exatamente no dia em que as comportas não resistiram e Porto Alegre começou a ser não dada mas as cidades ribeirinhas isso isso isso isso para mim é é o grande drama pequenas cidades em todos aqueles Rios porque todos aqueles Rios vão pro Guaíba desaga no no Guaíba o Guaíba forma o lago do Guaíba e ele não não ele não vai pro mar ele vai para Lagoa dos Patos que desce 370 km para saída no mar lá embaixo passando por Pelotas e chegando e chegando a Rio Grande mas essas cidades ribeirinhas Ah já começou de novo a largar de novo então o que o que vai ser feito o prejuízo é gigantesco o drama gente as mortes as famílias que perderam as pessoas as pessoas que perderam as casas as pessoas que perderam os negócios é é é é uma coisa é uma coisa terrível então eu vi muuito mu- muita gente muita gente fazendo muita coisa os voluntários a a o as doações financeiras essa coisa da necessidade eu no dia seguinte já tava fazendo doações de de água potável que é fundamental de material de limpeza material de higiene de de cobertor e e dentro da minha capacidade né (?) mas eu acho que que todo mundo acabou eu por se movimentar poderia ser até mais podia ser mais eu podia ser mais mas nós nós leiloeiros e e e e criadores de gado o o o o o canal rural cedeu um tempo nós cedemos animais eu fui para lá C- leiloeiro coisa que eu nunca fiz na vida e e conseguimos naquele naquela noite um faturamento de 5,5 milhões me- PR- doação uma doação feita para lá eu ajudo naquilo que posso mas acho que é muito importante que politicamente se entenda Quando eu digo politicamente é um país não é tentar levar vantagem política aqui ou vantagem política aqui de um lado ou de outro é que politicamente se entenda que é preciso sim ajudar na reconstrução do Rio Grande do Sul pela importância que o Rio Grande do Sul tem no país mas já que você falou de agronegócio não é só o que se faz lá Não não é produzir 80% do arroz que é consumido no Brasil não não não é não é a criação de gado não é a a a indústria do vinho que que que que é praticamente toda lá e hoje muito soja e e essa coisa toda não os gaúchos saíram no país e foram para lá no lá nos pontos mais altos e mais distantes de norte de Nordeste de centro e a importância que que que tem eu digo sempre eu sou apaixonado pelo do Sul e e e porque eu não conheço um outro lugar onde se Tenha tanto amor tanto respeito por seus costumes por sua história.",0
102,Vera Magalhães,uhum.,uhum.,95
103,Galvão Bueno,por por seus por seus hábitos por sua forma de viver isso é muito importante (.) Então eu acho que é preciso ééé cada um ajudar como puder mas eu acho que politicamente ééé seria preciso um posicionamento mais forte em linha geral.,por por seus por seus hábitos por sua forma de viver isso é muito importante Então eu acho que é preciso cada um ajudar como puder mas eu acho que politicamente seria preciso um posicionamento mais forte em linha geral.,85
104,Vera Magalhães,certo Milena depois Seixas.,certo Milena depois Seixas.,100
105,Milena Ciribelli,Galvão você tem 50 anos de experiência em locução né (?) você começou na época reduto masculino né (?) E isso foi até a minha geração né que foi o espaço da rádio Fluminense que deu espaço para as mulheres pro Roque como foi difícil né (?) mas da- a partir desse momento abriu as mulheres tomaram conta do Dael na TV também muito mais apresentadoras apareceram temos hoje boas narradoras esportivas (.) Mas o que você acha que falta para as mulheres explodirem também nesse espaço (?),Galvão você tem 50 anos de experiência em locução né (?) você começou na época reduto masculino né (?) E isso foi até a minha geração né que foi o espaço da rádio Fluminense que deu espaço para as mulheres pro Roque como foi difícil né (?) mas da- a partir desse momento abriu as mulheres tomaram conta do Dael na TV também muito mais apresentadoras apareceram temos hoje boas narradoras esportivas Mas o que você acha que falta para as mulheres explodirem também nesse espaço (?),85
